id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
594561548210851021,Hostel in Barcelona · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,385460765,Blanc,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.396523,2.150951,Private room,115,1,8,2022-11-25,0.65,6,21,7,HB-004388
588412506005547288,Rental unit in Barcelona · ★4.84 · 1 bedroom · 2 beds · 1.5 baths,225962284,Anna María,Eixample,la Sagrada Família,41.402557,2.176258,Entire home/apt,179,2,31,2023-06-05,2.42,7,232,27,HUTB-005677
594563088166163172,Hostel in Barcelona · 1 bedroom · 1 bed · 1 shared bath,385460765,Blanc,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.396523,2.150951,Private room,129,1,2,2022-06-29,0.16,6,19,1,HB-004388
588800666400992501,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 bath,2757645,Anna-Ralph,Ciutat Vella,la Barceloneta,41.37707,2.19087,Entire home/apt,57,32,4,2023-03-01,0.30,6,230,3,
580237583701880642,Condo in Barcelona · 1 bedroom · 2 beds · 1 bath,21726991,Silvia,Eixample,la Dreta de l'Eixample,41.39128,2.16365,Entire home/apt,275,7,0,,,50,224,0,HUTB-010178
580271680701711500,Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths,665793,Lore,Eixample,Sant Antoni,41.375488,2.156268,Entire home/apt,105,31,2,2023-01-18,0.24,5,292,2,Exempt
594604872574510348,Rental unit in Barcelona · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,85827943,Bernardo,Horta-Guinardó,Horta,41.43573,2.15538,Private room,21,31,8,2023-04-06,0.65,1,314,7,
594737546524962823,Rental unit in Barcelona · ★4.0 · 1 bedroom · 2 beds · 1 bath,323624328,Vidoo,Ciutat Vella,el Barri Gòtic,41.37952,2.17554,Entire home/apt,85,32,3,2023-02-08,0.30,3,344,3,
580278213206159101,Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths,346367515,Ukio,Eixample,l'Antiga Esquerra de l'Eixample,41.38272,2.15828,Entire home/apt,140,31,0,,,265,227,0,
588905738017476853,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath,232691262,Max,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38286,2.18078,Entire home/apt,207,31,9,2023-06-06,1.09,2,357,9,
594738566931110712,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 private bath,254922474,Liliana,Ciutat Vella,el Raval,41.38361,2.16497,Private room,600,20,0,,,3,90,0,
594758463173345247,Rental unit in Barcelona · 4 bedrooms · 4 beds · 2 baths,3358918,Catherine,Sant Martí,el Poblenou,41.40076,2.20724,Entire home/apt,352,32,0,,,6,364,0,
588925916292017248,Rental unit in Barcelona · ★3.58 · 2 bedrooms · 3 beds · 1 bath,2439400,KeyBarcelona,Sants-Montjuïc,el Poble Sec,41.37307,2.16373,Entire home/apt,180,1,12,2023-02-27,0.91,47,85,10,HUTB-002777
588941290836238401,Rental unit in Barcelona · 4 bedrooms · 6 beds · 2 baths,265193861,Joaquim,Eixample,la Nova Esquerra de l'Eixample,41.38891,2.14651,Entire home/apt,124,32,1,2022-11-11,0.14,129,274,1,
588976811820816766,Rental unit in Barcelona · ★3.38 · 2 bedrooms · 3 beds · 1 bath,2439400,KeyBarcelona,Sants-Montjuïc,el Poble Sec,41.37302,2.15478,Entire home/apt,180,1,16,2023-05-08,1.17,47,74,14,HUTB-006573
580296106693925939,Condo in Barcelona · 3 bedrooms · 6 beds · 2 baths,21726991,Silvia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40472,2.17067,Entire home/apt,300,7,0,,,50,0,0,HUTB-009984
580842679461220591,Rental unit in Barcelona · ★3.75 · 1 bedroom · 1 bed · 1 shared bath,355345015,Fran,Ciutat Vella,el Raval,41.37718,2.16521,Private room,28,32,4,2022-10-23,0.37,7,157,4,
580928046755268687,Home in Barcelona · 2 bedrooms · 3 beds · 2 baths,6688661,Natalia,Sants-Montjuïc,Sants,41.37775,2.13025,Entire home/apt,270,31,0,,,1,358,0,
594993582785131440,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,1709128,Denis,Ciutat Vella,el Barri Gòtic,41.38436051716221,2.1776830836401704,Entire home/apt,54,32,0,,,7,344,0,
595713210653209470,Rental unit in Barcelona · ★5.0 · 3 bedrooms · 4 beds · 1 bath,351328829,Daniel,Eixample,Sant Antoni,41.38137,2.15808,Entire home/apt,95,62,3,2022-12-27,0.28,15,215,3,
581025528627007525,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,1920353,Central,Eixample,la Dreta de l'Eixample,41.39863,2.16954,Entire home/apt,9999,34,1,2022-07-31,0.10,17,0,1,
589115666385828682,casa particular in Barcelona · ★3.0 · 1 bedroom · 1 bed · 1 shared bath,154865926,María Cristina,Nou Barris,Verdun,41.44463,2.177807,Private room,22,31,3,2023-03-03,0.29,2,364,3,
596377715892032374,Rental unit in Barcelona · ★4.79 · 2 bedrooms · 3 beds · 2 baths,452221280,Xiaohong,Eixample,la Sagrada Família,41.40171,2.17812,Entire home/apt,212,2,70,2023-05-23,5.37,1,90,64,HUTB-010754
589519613420145581,Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths,3358918,Catherine,Sant Martí,el Poblenou,41.39878,2.20746,Entire home/apt,272,32,0,,,6,364,0,
581067412685766026,Villa in Barcelona · 4 bedrooms · 5 beds · 1 bath,270230553,Linda - BELVILLA,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39528,2.15396,Entire home/apt,154,1,0,,,14,365,0,HUTB-006662
581667763004454677,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,130091939,Toni,Sant Martí,el Camp de l'Arpa del Clot,41.41427,2.18514,Private room,19,32,1,2022-05-31,0.08,7,69,0,
596379975276753528,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,6274273,Fabiana,Ciutat Vella,la Barceloneta,41.37869,2.19217,Entire home/apt,55,32,0,,,3,286,0,
581857785465254416,Condo in Barcelona · 2 bedrooms · 4 beds · 1 bath,209966725,Andrea,Sant Martí,el Poblenou,41.40498,2.19406,Entire home/apt,100,32,1,2022-10-23,0.13,1,208,1,
589572730729165082,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,346367515,Ukio,Gràcia,la Vila de Gràcia,41.40017,2.16268,Entire home/apt,128,31,0,,,265,248,0,
589579390626905653,Rental unit in Barcelona · ★4.76 · 1 bedroom · 3 beds · 1 bath,99390362,Vale Suites,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40176,2.20911,Entire home/apt,194,2,17,2023-05-30,1.43,12,178,17,HUTB-000138
596441359341486631,Rental unit in Barcelona · 3 bedrooms · 5 beds · 1 bath,6274273,Fabiana,Sants-Montjuïc,Sants,41.37423,2.13251,Entire home/apt,45,32,1,2023-03-06,0.31,3,356,1,
581931626871207678,Condo in Barcelona · 3 bedrooms · 5 beds · 2 baths,21726991,Silvia,Eixample,el Fort Pienc,41.40054,2.17823,Entire home/apt,300,7,0,,,50,0,0,HUTB-009985
596462985209469028,Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths,6274273,Fabiana,Ciutat Vella,el Raval,41.37987,2.17199,Entire home/apt,75,32,0,,,3,365,0,Exempt
589610375117205256,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,346367515,Ukio,Gràcia,la Vila de Gràcia,41.40151800677969,2.162901388955401,Entire home/apt,136,31,0,,,265,249,0,
589611090720937209,Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths,346367515,Ukio,Gràcia,la Vila de Gràcia,41.402078861906425,2.1606724149995404,Entire home/apt,128,31,0,,,265,277,0,
596773357787126002,Condo in Barcelona · 1 bedroom · 1 bed · 1 shared bath,434523661,Julia,Eixample,la Dreta de l'Eixample,41.39837,2.17356,Private room,33,31,2,2023-02-05,0.17,2,89,2,
589611794358427085,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,346367515,Ukio,Gràcia,la Vila de Gràcia,41.402056068063004,2.1615165958781852,Entire home/apt,130,31,0,,,265,217,0,
596849213151903394,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,130390958,Silvia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38972,2.17788,Entire home/apt,60,31,1,2023-05-12,1,1,304,1,
589611910355643304,Serviced apartment in Barcelona · ★4.87 · 2 bedrooms · 3 beds · 1 bath,448883484,Jesus,Ciutat Vella,el Barri Gòtic,41.38642,2.17345,Entire home/apt,449,2,31,2023-05-25,2.45,1,304,29,HUTB-015726
581941121599203815,Condo in Barcelona · 3 bedrooms · 5 beds · 2 baths,21726991,Silvia,Eixample,la Sagrada Família,41.40101,2.17612,Entire home/apt,265,7,0,,,50,0,0,HUTB-009983
581990183713780420,Condo in Barcelona · 2 bedrooms · 3 beds · 2 baths,21726991,Silvia,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.4031,2.1397,Entire home/apt,300,7,0,,,50,0,0,HUTB-009676
596852420432081476,Rental unit in Barcelona · ★3.40 · 1 bedroom · 1 bed · 1 bath,241046485,Montse,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.39121,2.1801,Entire home/apt,80,2,5,2023-04-26,0.81,4,132,5,Exempt
582021996388651338,Condo in Barcelona · 2 bedrooms · 4 beds · 2 baths,21726991,Silvia,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40542,2.14023,Entire home/apt,300,7,0,,,50,222,0,HUTB-009673
589668991897778748,Rental unit in Barcelona · ★4.0 · 3 bedrooms · 3 beds · 1 bath,9400556,Loca Bcn,Eixample,Sant Antoni,41.37563,2.1629,Entire home/apt,403,1,8,2023-05-12,0.75,43,307,8,HUTB-005935
597003599580993652,Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 shared baths,180384,Lorrie,Ciutat Vella,el Raval,41.38344,2.16536,Private room,48,7,0,,,2,7,0,
589669726761218259,Rental unit in Barcelona · ★4.60 · 1 bedroom · 1 bed · 1 bath,267312990,Gerard Y Eva,Sants-Montjuïc,Sants - Badal,41.37388,2.1266,Entire home/apt,60,32,5,2023-03-01,0.39,3,331,4,Exempt
582031064797891744,Condo in Barcelona · 3 bedrooms · 6 beds · 2 baths,21726991,Silvia,Sant Martí,el Poblenou,41.40278,2.20433,Entire home/apt,500,7,0,,,50,358,0,HUTB-013409
597041918720211075,Condo in Barcelona · ★4.60 · 2 bedrooms · 3 beds · 1 bath,452550701,Rosa Maria,Horta-Guinardó,el Baix Guinardó,41.41403,2.16258,Entire home/apt,51,31,5,2023-03-18,0.47,1,163,5,
599870153668358945,Rental unit in Barcelona · ★4.0 · 2 bedrooms · 4 beds · 1 bath,10693680,Ramón,Horta-Guinardó,el Guinardó,41.41964,2.1792,Entire home/apt,112,3,3,2023-03-04,0.27,37,307,3,HUTB-011636
589723479070051074,Rental unit in Barcelona · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,79703460,Elizeth,Gràcia,Vallcarca i els Penitents,41.41188,2.14231,Private room,45,31,12,2022-09-28,0.87,8,69,7,
597052931870580640,Bed and breakfast in Barcelona · 1 bedroom · 1 bed · 1 shared bath,121310348,Lucy,Nou Barris,la Trinitat Nova,41.44967,2.18137,Private room,18,31,2,2022-06-05,0.15,1,313,0,
590308871175486384,Rental unit in Barcelona · ★New · 1 bedroom · 1 bed · 1 shared bath,145459885,Dani,Ciutat Vella,el Barri Gòtic,41.37865851987214,2.177774130364379,Private room,83,2,0,,,1,62,0,
599894602746968893,Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths,3039107,Manuel,Les Corts,les Corts,41.38834,2.13969,Entire home/apt,83,60,2,2023-01-17,0.24,35,364,2,Exempt
597474774814823984,Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath,267600211,BBarcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.38572,2.15683,Entire home/apt,269,4,0,,,19,66,0,HUTB-003783
590313511300755361,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,355345015,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3901,2.17988,Private room,21,32,4,2023-03-31,0.44,7,79,4,
597508656968536594,Rental unit in Barcelona · ★4.27 · 4 bedrooms · 6 beds · 2.5 baths,212431311,Quim,Eixample,la Dreta de l'Eixample,41.39666,2.17068,Entire home/apt,418,4,37,2023-05-17,2.61,30,326,26,HUTB-010020
590402838708772632,Rental unit in Barcelona · ★4.81 · 3 bedrooms · 6 beds · 2.5 baths,14162823,Eike,Ciutat Vella,el Raval,41.38424,2.16679,Entire home/apt,398,1,63,2023-05-30,4.44,6,208,57,HUTB-000935
590996097031955130,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,355345015,Fran,Sant Martí,Sant Martí de Provençals,41.41376,2.19598,Private room,21,32,9,2023-06-07,0.90,7,116,9,
600041132217422283,Rental unit in Barcelona · ★5.0 · 1 bedroom · 2 beds · 1 bath,335838676,Vale Y Pere,Sants-Montjuïc,Sants - Badal,41.37398,2.12495,Entire home/apt,50,32,5,2023-05-06,0.40,7,307,4,Exempt
600371086640483735,Rental unit in Barcelona · ★4.67 · 3 bedrooms · 6 beds · 1 bath,116349526,Diagonal,Eixample,el Fort Pienc,41.40046,2.18019,Entire home/apt,256,1,64,2023-06-09,5.13,11,98,62,HUTB-007504
597591027673491186,Rental unit in Barcelona · ★4.51 · 1 bedroom · 2 beds · 1 bath,32037490,SweetInn,Horta-Guinardó,el Baix Guinardó,41.40895,2.16783,Entire home/apt,162,2,37,2023-05-21,2.62,215,188,32,HUTB-263282
600404578720891570,Loft in Barcelona · Studio · 1 bed · 1 bath,450924555,B-F Gothic Quarter,Ciutat Vella,el Barri Gòtic,41.38171,2.17795,Entire home/apt,47,32,1,2022-06-12,0.08,11,188,1,Exempt
600423858670094744,Loft in Barcelona · Studio · 1 bed · 1 bath,450924555,B-F Gothic Quarter,Ciutat Vella,el Barri Gòtic,41.38252,2.17792,Entire home/apt,50,32,0,,,11,235,0,Exempt
591056488886764133,Serviced apartment in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath,27008590,Ramon,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40129,2.14276,Entire home/apt,165,6,22,2023-05-24,1.57,10,171,20,HUTB-003631
597599395158738253,Rental unit in Barcelona · ★4.60 · 2 bedrooms · 3 beds · 1 bath,32037490,SweetInn,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4085,2.16603,Entire home/apt,148,2,20,2023-05-18,1.87,215,174,20,HUTB-263183
597645161570284505,Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths,346367515,Ukio,Gràcia,la Vila de Gràcia,41.40365437524569,2.153228905296171,Entire home/apt,149,31,0,,,265,275,0,
591189288332716179,Rental unit in Barcelona · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,27514370,Mariona,Eixample,el Fort Pienc,41.39764,2.17725,Entire home/apt,286,4,47,2023-05-30,3.51,8,142,42,HUTB-008323
597647849805927508,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,130091939,Toni,Sant Martí,el Camp de l'Arpa del Clot,41.41288,2.18333,Private room,20,32,2,2023-04-22,0.34,7,191,2,
592031840883732917,casa particular in Barcelona · ★New · 1 bedroom · 1 bed · 1.5 shared baths,28277176,Margarita,Sant Martí,el Poblenou,41.398109020861455,2.2004711322102097,Private room,23,33,0,,,1,318,0,
600556377296961938,Rental unit in Barcelona · ★4.81 · 1 bedroom · 1 bed · 2.5 baths,5563425,Anna,Ciutat Vella,el Barri Gòtic,41.37843,2.1786,Private room,38,31,21,2022-12-14,1.62,1,298,17,
600816336329278538,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,101486625,Iggy,Ciutat Vella,el Barri Gòtic,41.37865,2.17778,Private room,103,31,56,2023-05-31,4.58,4,321,55,
597670599243871471,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath,130091939,Toni,Sant Martí,el Camp de l'Arpa del Clot,41.41461,2.18375,Private room,20,32,2,2022-11-22,0.25,7,263,2,
592448014046606069,Rental unit in Barcelona · 3 bedrooms · 4 beds · 2 baths,86551441,Maria Soledad,Horta-Guinardó,el Baix Guinardó,41.40986,2.16772,Entire home/apt,75,90,0,,,31,344,0,
592458080445015800,Rental unit in Barcelona · 3 bedrooms · 4 beds · 2 baths,4396136,Homesearch,Horta-Guinardó,el Baix Guinardó,41.41191,2.16921,Entire home/apt,75,60,1,2022-07-31,0.10,32,344,1,
597828152667776526,Rental unit in Barcelona · ★New · 3 bedrooms · 2 beds · 1 shared bath,85046959,Eva,Sant Andreu,Navas,41.415913,2.188725,Private room,41,3,0,,,1,338,0,
592469007467726323,Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths,346367515,Ukio,Sant Martí,el Parc i la Llacuna del Poblenou,41.3999664810615,2.1892177314279353,Entire home/apt,151,31,0,,,265,217,0,
592473053184628789,Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths,346367515,Ukio,Gràcia,la Vila de Gràcia,41.39890270291599,2.154771184676529,Entire home/apt,152,31,0,,,265,301,0,
601004533976680780,Rental unit in Barcelona · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,114297472,Rubén Gerardo,Gràcia,la Vila de Gràcia,41.405025,2.161141,Private room,35,31,18,2023-05-19,1.37,4,309,12,
598179591035252951,Rental unit in Barcelona · 2 bedrooms · 3 beds · 1 bath,3073594,Julien,Eixample,la Dreta de l'Eixample,41.39314,2.17129,Entire home/apt,110,32,1,2022-12-03,0.16,3,67,1,
601223856099523045,Place to stay in Barcelona · ★4.90 · 1 bath,96925856,Josie,Ciutat Vella,el Barri Gòtic,41.38346,2.17819,Entire home/apt,180,31,20,2023-05-15,1.88,3,145,20,Exempt
592540189738170323,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,180384,Lorrie,Ciutat Vella,el Raval,41.38225,2.16507,Private room,48,30,4,2022-11-17,0.28,2,1,2,
598210258384760217,Rental unit in Barcelona · ★4.64 · 4 bedrooms · 5 beds · 1 bath,71615,Mireia And Maria,Les Corts,la Maternitat i Sant Ramon,41.38405,2.12758,Entire home/apt,192,1,28,2023-05-07,2.20,28,137,24,HUTB-004733
592563328010044434,Rental unit in Barcelona · ★4.15 · 2 bedrooms · 2 beds · 2 baths,1391607,Aline I Andrea,Sant Martí,el Camp de l'Arpa del Clot,41.40857,2.18038,Entire home/apt,195,3,52,2023-06-04,3.85,118,47,46,HUTB-004365
592573131022034984,Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath,3358918,Catherine,Ciutat Vella,la Barceloneta,41.38011,2.18734,Entire home/apt,59,32,0,,,6,342,0,
592585396571926248,Rental unit in Barcelona · ★4.76 · 3 bedrooms · 3 beds · 1 bath,28388457,Eduardo,Eixample,la Sagrada Família,41.40237,2.170603,Entire home/apt,328,3,17,2023-04-01,1.20,19,315,13,HUTB-011389
601250215644465697,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,452253902,Ellen,Ciutat Vella,el Raval,41.37875,2.16448,Private room,30,32,3,2023-02-20,0.31,1,77,3,
598249177562883887,Rental unit in Barcelona · ★4.04 · 3 bedrooms · 3 beds · 1 bath,451654584,Kiko,Sants-Montjuïc,el Poble Sec,41.37238,2.16481,Entire home/apt,193,3,49,2023-05-18,3.84,2,71,45,HUTB005234
601257106112607477,Rental unit in Barcelona · ★3.33 · 2 bedrooms · 3 beds · 1 bath,268422501,Jaume,Sant Martí,el Poblenou,41.40204,2.20244,Entire home/apt,70,31,3,2022-12-04,0.29,2,125,3,
601479540896235853,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3021973,Eduardo,Horta-Guinardó,el Baix Guinardó,41.41457,2.16533,Private room,30,32,4,2023-06-01,0.40,8,180,4,
592615538797210350,Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths,346367515,Ukio,Eixample,l'Antiga Esquerra de l'Eixample,41.39359408576288,2.1520175868063376,Entire home/apt,134,31,0,,,265,251,0,
592630452124899158,Rental unit in Barcelona · ★5.0 · 2 bedrooms · 2 beds · 1 bath,9024729,"Sofia, Cristina I Josep",Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38461,2.17847,Entire home/apt,105,32,3,2023-03-24,0.40,8,215,3,
598261654617102295,Rental unit in Barcelona · ★4.62 · 2 bedrooms · 3 beds · 2 baths,452821456,Friendly Rentals,Eixample,la Dreta de l'Eixample,41.38692,2.1697,Entire home/apt,323,1,37,2023-06-06,3.26,2,142,37,HUTB-000616
601844448655908614,Hostel in Barcelona · 1 bedroom · 3 beds · 1 private bath,453572672,Tina,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40505,2.16725,Private room,184,6,0,,,1,0,0,HB-004558
601903490597638816,Rental unit in L'Hospitalet de Llobregat · ★4.48 · 1 bedroom · 1 bed · 1 bath,6355311,Laz,Les Corts,la Maternitat i Sant Ramon,41.37621,2.11639,Entire home/apt,96,3,33,2023-05-19,3.25,1,68,33,Exempt
598267065185218521,Rental unit in Barcelona · ★4.37 · 2 bedrooms · 3 beds · 2 baths,452821456,Friendly Rentals,Eixample,la Dreta de l'Eixample,41.38718,2.16948,Entire home/apt,332,1,19,2023-04-27,1.47,2,212,18,HUTB-000617
592761852299432473,Loft in Barcelona · ★4.61 · 1 bedroom · 1 bed · 1.5 shared baths,384700235,Akira,Ciutat Vella,el Barri Gòtic,41.38078,2.18035,Private room,65,2,49,2023-05-26,3.49,3,172,35,Exempt
598279996217567217,Hostel in Barcelona · ★4.56 · 1 bedroom · 2 beds · 1 private bath,8001113,Ella,Ciutat Vella,el Raval,41.38417,2.17076,Private room,265,1,34,2023-05-09,2.92,16,139,34,HB-003827
601964532854877227,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,75155895,Ivan,Gràcia,la Vila de Gràcia,41.4037392,2.1581675,Entire home/apt,57,31,0,,,1,186,0,
598289001750566068,Hostel in Barcelona · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,8001113,Ella,Ciutat Vella,el Raval,41.38402,2.16907,Private room,131,1,49,2023-05-31,3.97,16,156,47,HB-003827
602199641013368552,Serviced apartment in Barcelona · ★4.96 · 1 bedroom · 1 bed · 1 bath,27008590,Ramon,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39963,2.14355,Entire home/apt,175,2,28,2023-05-22,2.36,10,233,28,HUTB-003631
598303149863205503,Hostel in Barcelona · ★4.65 · 1 bedroom · 1 bed · 1 private bath,8001113,Ella,Ciutat Vella,el Raval,41.38395,2.16931,Private room,205,1,52,2023-06-04,4.20,16,165,50,HB-003827
602223988153067940,Serviced apartment in Barcelona · ★4.93 · 1 bedroom · 1 bed · 1 bath,27008590,Ramon,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40013,2.1439,Entire home/apt,165,2,41,2023-05-24,3.08,10,238,35,HUTB-003631
602228025814091083,Serviced apartment in Barcelona · ★4.91 · 1 bedroom · 1 bed · 1 bath,27008590,Ramon,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.3994,2.1419,Entire home/apt,160,12,33,2023-05-18,2.58,10,181,31,HUTB-003631
593111837350133509,Rental unit in Barcelona · ★4.09 · 4 bedrooms · 8 beds · 3 baths,76728699,Barcelona Center,Eixample,la Sagrada Família,41.40776,2.17682,Entire home/apt,196,3,22,2023-05-25,1.63,7,350,17,HUTB-012122
593209005125993817,Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths,346367515,Ukio,Eixample,la Dreta de l'Eixample,41.38997,2.16586,Entire home/apt,156,31,0,,,265,1,0,
593231246413554493,Rental unit in Barcelona · 3 bedrooms · 5 beds · 2.5 baths,2320210,"Ale, Maria & Arthur",Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.383667,2.180617,Entire home/apt,240,32,1,2022-10-24,0.13,45,158,1,
598322525912268153,Rental unit in Barcelona · ★4.34 · 3 bedrooms · 3 beds · 1 bath,443056621,Ag,Sant Martí,la Verneda i la Pau,41.42445,2.2086,Entire home/apt,155,4,32,2023-05-24,2.81,11,75,32,HUTB012670
602465982075695391,Rental unit in Barcelona · ★5.0 · 3 bedrooms · 3 beds · 1 bath,133061551,Gilles,Sant Martí,el Poblenou,41.40199661254883,2.200208902359009,Entire home/apt,208,3,64,2023-06-05,4.81,1,101,58,HUTB-850821
598352755393860082,Hostel in Barcelona · ★4.57 · 1 bedroom · 1 bed · 1 private bath,8001113,Ella,Ciutat Vella,el Raval,41.38367662206711,2.170660219617607,Private room,196,1,21,2023-04-23,1.72,16,169,20,HB-003827
602610099518935305,Rental unit in Barcelona · 4 bedrooms · 4 beds · 2 baths,8051424,Marc,Eixample,la Sagrada Família,41.40365,2.17788,Entire home/apt,115,32,1,2022-08-02,0.10,4,344,1,
593306621133299128,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,248800985,Piero,Sant Martí,el Poblenou,41.39976,2.19792,Entire home/apt,236,28,1,2023-05-13,1,1,122,1,
610730723559312930,Serviced apartment in Barcelona · ★5.0 · 2 bedrooms · 2 beds · 1 bath,253465692,Josep,Ciutat Vella,el Barri Gòtic,41.38214,2.17719,Entire home/apt,89,32,3,2023-04-27,0.28,27,271,3,Exempt
598356191171066552,Hostel in Barcelona · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,8001113,Ella,Ciutat Vella,el Barri Gòtic,41.38525,2.17061,Private room,184,1,56,2023-05-31,4.49,16,158,54,HB-003827
611265544080253935,Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,355345015,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38957,2.17987,Private room,19,32,3,2023-03-21,0.32,7,20,3,
611380780799200899,Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath,21483975,Apartments Toni Space Barcelona,Sants-Montjuïc,Sants,41.37643,2.13756,Entire home/apt,60,32,0,,,16,0,0,Exempt
602747710104053871,Rental unit in Barcelona · ★4.0 · 2 bedrooms · 3 beds · 1 bath,1391607,Aline I Andrea,Sants-Montjuïc,el Poble Sec,41.37366,2.16445,Entire home/apt,171,3,26,2023-06-04,2.14,118,14,26,HUTB-006622
598358939573920579,Condo in Barcelona · ★2.33 · 3 bedrooms · 3 beds · 2 baths,449046746,Torben,Ciutat Vella,el Raval,41.37899,2.16735,Entire home/apt,64,32,3,2022-08-31,0.24,2,0,2,
602844213998245900,Rental unit in Barcelona · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,449824478,Carlos,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38439,2.18026,Private room,103,32,52,2023-05-26,3.75,1,77,46,
598359787271622681,Hostel in Barcelona · ★4.33 · 1 bedroom · 2 beds · 1 shared bath,8001113,Ella,Ciutat Vella,el Raval,41.38391,2.16902,Private room,172,2,6,2022-09-12,0.48,16,138,5,HB-003827
603015393676553098,Rental unit in Barcelona · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,101486625,Iggy,Ciutat Vella,el Barri Gòtic,41.38044,2.17882,Private room,98,31,53,2023-06-06,4.22,4,329,51,
603025887213646958,Rental unit in Barcelona · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,101486625,Iggy,Ciutat Vella,el Barri Gòtic,41.38036561726914,2.1777889122735377,Private room,89,31,16,2023-06-04,2.96,4,343,16,
